frames,time,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95
800,400.0,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,4,3,3,4,3,4,3,5,3,3,3,5,3,5,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,4,4,3,4,4,3,4,3
801,400.5,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,4,3,3,4,3,4,3,5,3,3,3,5,3,5,4,3,4,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,4,3,4,4,3,4,3
802,401.0,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,4,3,3,4,3,4,3,5,3,3,3,5,3,5,4,3,4,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,4,3,4,3,3,4,3
803,401.5,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,4,3,3,4,3,4,4,5,3,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,4,3,4,3,3,4,3
804,402.0,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,4,3,3,4,3,4,4,5,3,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,5,3,4,3,4,4,3
805,402.5,3,5,3,4,4,3,3,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,3,3,4,4,5,3,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,5,3,4,3,4,4,3
806,403.0,3,5,3,4,4,3,4,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,3,3,4,4,5,3,3,3,5,3,5,4,3,5,3,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4,5,3,4,3,4,4,3
807,403.5,3,5,3,4,4,3,4,4,3,3,6,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,5,4,3,3,3,3,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,3,4,4,5,3,3,3,5,3,5,4,3,5,3,3,3,3,3,3,4,4,3,4,4,5,4,3,4,3,3,5,3,4,3,4,4,3
808,404.0,3,4,3,5,4,3,4,4,3,3,5,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,5,4,3,3,3,4,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,3,4,4,5,3,3,3,5,3,5,4,3,4,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,5,3,4,3,3,4,3
809,404.5,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,5,4,3,3,3,4,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,3,4,4,5,3,3,3,5,3,5,4,3,4,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,5,3,4,3,3,4,3
810,405.0,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,5,4,3,3,3,4,4,3,3,4,3,4,5,3,4,3,3,4,3,6,3,3,5,4,3,4,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,5,3,4,3,3,4,3
811,405.5,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,5,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,6,3,3,5,4,3,4,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,5,3,4,3,3,4,3
812,406.0,3,4,3,5,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,5,3,4,4,3,4,4,3,4,3,4,3,3,5,3,4,3,3,4,3
813,406.5,3,4,3,5,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,5,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
814,407.0,3,4,3,5,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
815,407.5,3,4,3,5,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,6,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
816,408.0,3,4,3,5,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,5,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,5,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
817,408.5,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,5,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,5,3,3,5,4,3,3,3,3,3,3,4,4,4,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
818,409.0,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,5,3,3,5,4,3,3,3,3,3,3,4,4,5,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
819,409.5,3,4,3,5,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,3,5,4,3,5,4,3,3,3,3,4,3,4,4,5,4,5,3,3,3,5,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
820,410.0,3,4,3,5,4,3,4,5,3,3,4,3,3,4,4,3,3,3,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,5,4,3,5,4,3,3,3,3,4,3,4,4,5,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
821,410.5,3,5,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,5,5,3,3,3,3,4,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
822,411.0,3,5,3,6,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,4,5,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,5,5,3,3,3,3,4,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
823,411.5,3,6,3,6,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,5,5,3,3,3,3,4,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
824,412.0,3,5,3,6,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,5,5,4,3,3,3,4,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
825,412.5,4,5,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,5,5,4,3,3,3,4,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
826,413.0,4,5,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
827,413.5,4,5,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,5,3,3,3,6,3,5,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3
828,414.0,4,5,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,5,3,3,3,6,3,4,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,5,3,4,3,3,4,3,4,3,3,3,3
829,414.5,3,6,3,5,4,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,5,3,3,3,6,3,4,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,5,3,4,3,3,4,3,4,3,3,3,3
830,415.0,3,6,3,5,4,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,5,4,3,4,4,3,5,3,4,3,3,4,3,4,3,3,3,3
831,415.5,3,6,3,5,4,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,4,4,4,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,5,5,3,4,4,3,5,3,3,3,3,4,3,4,3,3,3,3
832,416.0,3,6,3,5,4,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,4,4,4,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,5,3,4,4,3,5,3,3,3,3,4,3,4,3,3,3,3
833,416.5,3,6,3,5,4,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,4,4,4,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3
834,417.0,3,6,3,5,4,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,4,4,5,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,5,3,4,4,3,5,3,3,3,3,4,3,4,3,3,3,3
835,417.5,3,6,3,5,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,4,4,5,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,5,3,4,4,3,5,3,3,3,3,4,3,4,3,3,3,3
836,418.0,3,6,3,5,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,3,5,5,4,3,4,3,3,3,5,4,5,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,5,3,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3
837,418.5,3,5,3,5,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,3,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,5,4,5,4,5,3,3,3,6,4,4,4,3,4,5,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3
838,419.0,3,5,3,5,3,3,4,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,5,4,5,4,5,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3
839,419.5,3,5,3,5,3,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,5,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,5,4,5,4,4,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3
840,420.0,3,5,3,5,3,3,4,5,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3,5,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,5,4,5,4,4,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3
841,420.5,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,3,5,3,5,4,4,3,3,3,7,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3
842,421.0,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,4,3,3,3,5,5,4,3,3,3,3,3,5,3,5,4,4,3,3,3,7,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3
843,421.5,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,5,4,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,5,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,4,5,3,5,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3
844,422.0,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,5,4,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,5,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3
845,422.5,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,5,4,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,5,4,3,3,4,4,4,3,3,5,5,4,3,3,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,5,3,3,3,4,3,3,4,3,4,4,3,3,3
846,423.0,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,5,4,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,5,4,3,3,4,4,4,3,3,4,5,4,3,3,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,5,3,3,3,4,3,3,3,3,4,4,3,3,3
847,423.5,3,4,3,5,3,3,4,5,3,3,4,3,3,4,3,4,3,3,4,3,3,3,3,5,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,4,4,4,3,3,4,5,4,3,3,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,3,3
848,424.0,3,4,3,5,3,3,4,5,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,4,4,4,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3
849,424.5,3,4,3,5,3,3,4,5,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,3,3,3,6,3,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3
850,425.0,3,4,3,5,3,3,4,4,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,3,5,5,4,3,3,3,4,3,3,3,3,4,3,3,3,3
851,425.5,3,4,3,5,3,3,5,4,4,3,4,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,3,5,5,4,3,3,3,4,3,3,3,4,4,3,3,3,3
852,426.0,3,4,3,5,3,3,5,4,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,3,3,3,6,4,4,4,3,4,5,3,4,3,4,3,4,3,5,5,4,3,3,3,5,3,3,3,4,4,3,3,3,3
853,426.5,3,4,3,5,3,3,5,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,4,3,3,6,3,4,4,3,4,5,3,4,3,4,3,4,3,5,5,4,3,3,3,5,3,3,3,4,4,3,3,3,3
854,427.0,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,5,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,4,3,3,6,3,4,4,3,4,5,3,4,3,4,3,4,3,5,4,4,3,3,3,6,3,3,3,4,4,3,3,3,3
855,427.5,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,5,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,4,4,4,3,3,6,3,4,4,3,4,5,3,4,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,3,3
856,428.0,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,5,4,4,3,3,4,4,3,3,4,4,5,4,3,4,3,3,4,5,3,4,5,4,4,3,3,6,3,4,4,3,4,5,3,4,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,3,3
857,428.5,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,5,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,4,3,4,6,3,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,3,3
858,429.0,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,4,3,4,6,3,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,3,3
859,429.5,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,4,3,4,6,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,4,3
860,430.0,3,4,3,5,4,3,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,4,3,4,6,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,4,3
861,430.5,3,4,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,4,3,4,6,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,4,4,4,3,3,4,3
862,431.0,3,4,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,3,3,4,4,3,3,4,4,4,4,3,4,3,3,4,5,3,4,5,4,4,3,3,5,3,4,3,3,4,6,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,4,4,4,3,3,4,3
863,431.5,3,4,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,4,5,4,4,5,4,4,3,3,5,3,4,3,3,4,6,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,4,4,4,3,3,4,3
864,432.0,3,4,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,4,5,4,4,5,3,4,3,3,5,3,4,3,3,4,5,4,3,3,4,3,4,3,5,4,4,3,3,3,5,3,3,3,4,4,3,3,3,3
865,432.5,4,4,3,5,4,4,5,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,5,5,4,4,5,3,4,3,3,5,3,4,3,3,4,5,4,3,3,4,3,4,3,5,4,4,3,3,4,5,3,3,3,4,4,3,3,3,3
866,433.0,4,4,3,5,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,5,5,4,4,5,3,4,3,3,5,3,4,3,3,4,5,4,3,3,4,3,4,3,5,4,4,3,3,4,5,3,3,3,4,4,3,3,3,3
